"","word_tokens","nrc","afinn","bing","period"
"1359","risk","anticipation",-2,"negative","2019"
"1360","risk","fear",-2,"negative","2019"
"1361","risk","negative",-2,"negative","2019"
"1362","appetite",NA,NA,NA,"2019"
"1363","riskier",NA,NA,NA,"2019"
"1364","eme",NA,NA,NA,"2019"
"1365","currencies",NA,NA,NA,"2019"
"1366","rise",NA,NA,NA,"2019"
"1367","returns",NA,NA,NA,"2019"
"1368","carry",NA,NA,NA,"2019"
"1369","trade","trust",NA,NA,"2019"
"1370","strategies",NA,NA,NA,"2019"
"1371","gained",NA,2,"positive","2019"
"1372","october",NA,NA,NA,"2019"
"1373","trade","trust",NA,NA,"2019"
"1374","weighted",NA,NA,NA,"2019"
"1375","benchmark",NA,NA,NA,"2019"
"1376","centre",NA,NA,NA,"2019"
"1377","panel",NA,NA,NA,"2019"
"1378","forward","positive",NA,NA,"2019"
"1379","gauges",NA,NA,NA,"2019"
"1380","fx",NA,NA,NA,"2019"
"1381","volatility","anger",NA,"negative","2019"
"1382","volatility","anticipation",NA,"negative","2019"
"1383","volatility","fear",NA,"negative","2019"
"1384","volatility","negative",NA,"negative","2019"
"1385","volatility","surprise",NA,"negative","2019"
"1386","dropped",NA,NA,NA,"2019"
"1387","lows",NA,NA,NA,"2019"
"1388","possibly",NA,NA,NA,"2019"
"1389","reflecting",NA,NA,NA,"2019"
"1390","expectation","anticipation",NA,NA,"2019"
"1391","expectation","positive",NA,NA,"2019"
"1392","sustained",NA,NA,NA,"2019"
"1393","truce","joy",NA,NA,"2019"
"1394","truce","positive",NA,NA,"2019"
"1395","truce","trust",NA,NA,"2019"
"1396","china",NA,NA,NA,"2019"
"1397","tensions",NA,NA,NA,"2019"
"1398","hand",NA,NA,NA,"2019"
"1399","panel",NA,NA,NA,"2019"
"1400","risk","anticipation",-2,"negative","2019"
"1401","risk","fear",-2,"negative","2019"
"1402","risk","negative",-2,"negative","2019"
"1403","phase",NA,NA,NA,"2019"
"1404","set",NA,NA,NA,"2019"
"1405","bond",NA,NA,NA,"2019"
"1406","yields",NA,NA,NA,"2019"
"1407","edged",NA,NA,NA,"2019"
"1408","term",NA,NA,NA,"2019"
"1409","premium",NA,NA,NA,"2019"
"1410","remained",NA,NA,NA,"2019"
"1411","negative","negative",-2,"negative","2019"
"1412","negative","sadness",-2,"negative","2019"
"1413","unique","positive",NA,NA,"2019"
"1414","unique","surprise",NA,NA,"2019"
"1415","post",NA,NA,NA,"2019"
"1416","crisis","negative",-3,"negative","2019"
"1417","period",NA,NA,NA,"2019"
"1418","premium",NA,NA,NA,"2019"
"1419","declining","negative",NA,"negative","2019"
"1420","30",NA,NA,NA,"2019"
"1421","alongside",NA,NA,NA,"2019"
"1422","bond",NA,NA,NA,"2019"
"1423","yields",NA,NA,NA,"2019"
"1424","current",NA,NA,NA,"2019"
"1425","debate","positive",NA,NA,"2019"
"1426","underlying",NA,NA,NA,"2019"
"1427","drivers",NA,NA,NA,"2019"
"1428","trend","positive",NA,NA,"2019"
"1429","persistence","positive",NA,NA,"2019"
"1430","low",NA,NA,NA,"2019"
"1431","level","positive",NA,NA,"2019"
"1432","level","trust",NA,NA,"2019"
"1433","heightened",NA,NA,NA,"2019"
"1434","uncertainty",NA,NA,NA,"2019"
"1435","asset",NA,2,NA,"2019"
"1436","valuations",NA,NA,NA,"2019"
"1437","5",NA,NA,NA,"2019"
"1438","commonly",NA,NA,NA,"2019"
"1439","gauge",NA,NA,NA,"2019"
"1440","compensation",NA,NA,NA,"2019"
"1441","investors",NA,NA,NA,"2019"
"1442","earn","positive",NA,NA,"2019"
"1443","bearing",NA,NA,NA,"2019"
"1444","risk","anticipation",-2,"negative","2019"
"1445","risk","fear",-2,"negative","2019"
"1446","risk","negative",-2,"negative","2019"
"1447","compares",NA,NA,NA,"2019"
"1448","yield",NA,NA,NA,"2019"
"1449","risky","anticipation",NA,"negative","2019"
"1450","risky","fear",NA,"negative","2019"
"1451","risky","negative",NA,"negative","2019"
"1452","assets","positive",2,NA,"2019"
"1453","government","fear",NA,NA,"2019"
"1454","government","negative",NA,NA,"2019"
"1455","bonds","negative",NA,NA,"2019"
"1456","compressed",NA,NA,NA,"2019"
"1457","term",NA,NA,NA,"2019"
"1458","premium",NA,NA,NA,"2019"
"1459","depresses",NA,NA,NA,"2019"
"1460","government","fear",NA,NA,"2019"
"1461","government","negative",NA,NA,"2019"
"1462","bond",NA,NA,NA,"2019"
"1463","yields",NA,NA,NA,"2019"
"1464","extent",NA,NA,NA,"2019"
"1465","premium",NA,NA,NA,"2019"
"1466","unusually",NA,NA,"negative","2019"
"1467","low",NA,NA,NA,"2019"
"1468","flatter",NA,NA,"positive","2019"
"1469","valuations",NA,NA,NA,"2019"
"1470","term",NA,NA,NA,"2019"
"1471","premium",NA,NA,NA,"2019"
"1472","removed",NA,NA,NA,"2019"
"1473","assets","positive",2,NA,"2019"
"1474","offer","positive",NA,NA,"2019"
"1475","limited","anger",-1,"negative","2019"
"1476","limited","negative",-1,"negative","2019"
"1477","limited","sadness",-1,"negative","2019"
"1478","risk","anticipation",-2,"negative","2019"
"1479","risk","fear",-2,"negative","2019"
"1480","risk","negative",-2,"negative","2019"
"1481","compensation.in",NA,NA,NA,"2019"
"1482","equity","positive",NA,NA,"2019"
"1483","markets",NA,NA,NA,"2019"
"1484","noticeable",NA,NA,NA,"2019"
"1485","differences",NA,NA,NA,"2019"
"1486","valuations",NA,NA,NA,"2019"
"1487","countries",NA,NA,NA,"2019"
"1488","valuations",NA,NA,NA,"2019"
"1489","elevated",NA,NA,NA,"2019"
"1490","france",NA,NA,NA,"2019"
"1491","united","positive",1,NA,"2019"
"1492","united","trust",1,NA,"2019"
"1493","late","negative",NA,NA,"2019"
"1494","late","sadness",NA,NA,"2019"
"1495","2019",NA,NA,NA,"2019"
"1496","cyclically",NA,NA,NA,"2019"
"1497","adjusted",NA,NA,NA,"2019"
"1498","price",NA,NA,NA,"2019"
"1499","earnings",NA,NA,NA,"2019"
"1500","cape",NA,NA,NA,"2019"
"1501","ratio",NA,NA,NA,"2019"
"1502","89",NA,NA,NA,"2019"
"1503","86",NA,NA,NA,"2019"
"1504","months",NA,NA,NA,"2019"
"1505","2010",NA,NA,NA,"2019"
"1506","countries",NA,NA,NA,"2019"
"1507","including","positive",NA,NA,"2019"
"1508","germany",NA,NA,NA,"2019"
"1509","china",NA,NA,NA,"2019"
"1510","japan",NA,NA,NA,"2019"
"1511","cape",NA,NA,NA,"2019"
"1512","ratios",NA,NA,NA,"2019"
"1513","closer",NA,NA,NA,"2019"
"1514","bottom","negative",NA,NA,"2019"
"1515","bottom","sadness",NA,NA,"2019"
"1516","respective",NA,NA,NA,"2019"
"1517","post",NA,NA,NA,"2019"
"1518","gfc",NA,NA,NA,"2019"
"1519","ranges",NA,NA,NA,"2019"
"1520","graph",NA,NA,NA,"2019"
"1521","6",NA,NA,NA,"2019"
"1522","left",NA,NA,NA,"2019"
"1523","hand",NA,NA,NA,"2019"
"1524","panel",NA,NA,NA,"2019"
"1525","equity","positive",NA,NA,"2019"
"1526","valuations",NA,NA,NA,"2019"
"1527","subdued",NA,NA,"negative","2019"
"1528","accounting",NA,NA,NA,"2019"
"1529","low",NA,NA,NA,"2019"
"1530","rates",NA,NA,NA,"2019"
"1531","sense","positive",NA,NA,"2019"
"1532","returns",NA,NA,NA,"2019"
"1533","equities",NA,NA,NA,"2019"
"1534","offer","positive",NA,NA,"2019"
"1535","sizeable",NA,NA,NA,"2019"
"1536","compensation",NA,NA,NA,"2019"
"1537","risk","anticipation",-2,"negative","2019"
"1538","risk","fear",-2,"negative","2019"
"1539","risk","negative",-2,"negative","2019"
"1540","earnings",NA,NA,NA,"2019"
"1541","yield",NA,NA,NA,"2019"
"1542","inverse",NA,NA,NA,"2019"
"1543","cape",NA,NA,NA,"2019"
"1544","ratio",NA,NA,NA,"2019"
"1545","declined",NA,NA,NA,"2019"
"1546","steadily",NA,NA,NA,"2019"
"1547","united","positive",1,NA,"2019"
"1548","united","trust",1,NA,"2019"
"1549","gfc",NA,NA,NA,"2019"
"1550","late","negative",NA,NA,"2019"
"1551","late","sadness",NA,NA,"2019"
"1552","2017",NA,NA,NA,"2019"
"1553","indicating",NA,NA,NA,"2019"
"1554","investors",NA,NA,NA,"2019"
"1555","paid",NA,NA,NA,"2019"
"1556","increasingly",NA,NA,NA,"2019"
"1557","prices",NA,NA,NA,"2019"
"1558","equities",NA,NA,NA,"2019"
"1559","profitability",NA,NA,NA,"2019"
"1560","levels",NA,NA,NA,"2019"
"1561","graph",NA,NA,NA,"2019"
"1562","6",NA,NA,NA,"2019"
"1563","centre",NA,NA,NA,"2019"
"1564","panel",NA,NA,NA,"2019"
"1565","red",NA,NA,NA,"2019"
"1566","line",NA,NA,NA,"2019"
"1567","2018",NA,NA,NA,"2019"
"1568","earnings",NA,NA,NA,"2019"
"1569","yield",NA,NA,NA,"2019"
"1570","slowly",NA,NA,"negative","2019"
"1571","inched",NA,NA,NA,"2019"
"1572","slightly",NA,NA,NA,"2019"
"1573","decreasing",NA,NA,NA,"2019"
"1574","valuations",NA,NA,NA,"2019"
"1575","spread",NA,NA,NA,"2019"
"1576","earnings",NA,NA,NA,"2019"
"1577","yield",NA,NA,NA,"2019"
"1578","10",NA,NA,NA,"2019"
"1579","treasury",NA,NA,NA,"2019"
"1580","yield",NA,NA,NA,"2019"
"1581","valuation",NA,NA,NA,"2019"
"1582","gauge",NA,NA,NA,"2019"
"1583","measures",NA,NA,NA,"2019"
"1584","compensation",NA,NA,NA,"2019"
"1585","earned",NA,NA,NA,"2019"
"1586","investors",NA,NA,NA,"2019"
"1587","holding",NA,NA,NA,"2019"
"1588","equity","positive",NA,NA,"2019"
"1589","risk","anticipation",-2,"negative","2019"
"1590","risk","fear",-2,"negative","2019"
"1591","risk","negative",-2,"negative","2019"
"1592","stood",NA,NA,NA,"2019"
"1593","historical",NA,NA,NA,"2019"
"1594","norm",NA,NA,NA,"2019"
"1595","late","negative",NA,NA,"2019"
"1596","late","sadness",NA,NA,"2019"
"1597","2019",NA,NA,NA,"2019"
"1598","centre",NA,NA,NA,"2019"
"1599","panel",NA,NA,NA,"2019"
"1600","blue","sadness",NA,NA,"2019"
"1601","line",NA,NA,NA,"2019"
"1602","level","positive",NA,NA,"2019"
"1603","level","trust",NA,NA,"2019"
"1604","spread",NA,NA,NA,"2019"
"1605","suggests",NA,NA,NA,"2019"
"1606","equities",NA,NA,NA,"2019"
"1607","expensive",NA,NA,"negative","2019"
"1608","level","positive",NA,NA,"2019"
"1609","level","trust",NA,NA,"2019"
"1610","rates",NA,NA,NA,"2019"
"1611","investors",NA,NA,NA,"2019"
"1612","earning",NA,NA,NA,"2019"
"1613","similar",NA,NA,NA,"2019"
"1614","compensation",NA,NA,NA,"2019"
"1615","equity","positive",NA,NA,"2019"
"1616","risk","anticipation",-2,"negative","2019"
"1617","risk","fear",-2,"negative","2019"
"1618","risk","negative",-2,"negative","2019"
"1619","past.however",NA,NA,NA,"2019"
"1620","compensation",NA,NA,NA,"2019"
"1621","benign","joy",NA,NA,"2019"
"1622","benign","positive",NA,NA,"2019"
"1623","adjusted",NA,NA,NA,"2019"
"1624","low",NA,NA,NA,"2019"
"1625","level","positive",NA,NA,"2019"
"1626","level","trust",NA,NA,"2019"
"1627","term",NA,NA,NA,"2019"
"1628","premium",NA,NA,NA,"2019"
"1629","improvement","joy",2,"positive","2019"
"1630","improvement","positive",2,"positive","2019"
"1631","improvement","trust",2,"positive","2019"
"1632","valuations",NA,NA,NA,"2019"
"1633","due",NA,NA,NA,"2019"
"1634","rates",NA,NA,NA,"2019"
"1635","driven",NA,NA,NA,"2019"
"1636","decline","negative",NA,"negative","2019"
"1637","term",NA,NA,NA,"2019"
"1638","premium",NA,NA,NA,"2019"
"1639","fairly","positive",NA,"positive","2019"
"1640","fairly","trust",NA,"positive","2019"
"1641","volatile",NA,NA,"negative","2019"
"1642","component",NA,NA,NA,"2019"
"1643","rates",NA,NA,NA,"2019"
"1644","earnings",NA,NA,NA,"2019"
"1645","yield",NA,NA,NA,"2019"
"1646","spread",NA,NA,NA,"2019"
"1647","relative","trust",NA,NA,"2019"
"1648","expected","anticipation",NA,NA,"2019"
"1649","nominal",NA,NA,NA,"2019"
"1650","treasury",NA,NA,NA,"2019"
"1651","rate",NA,NA,NA,"2019"
"1652","removing",NA,NA,NA,"2019"
"1653","term",NA,NA,NA,"2019"
"1654","premium",NA,NA,NA,"2019"
"1655","rates",NA,NA,NA,"2019"
"1656","low",NA,NA,NA,"2019"
"1657","historical",NA,NA,NA,"2019"
"1658","standards",NA,NA,NA,"2019"
"1659","graph",NA,NA,NA,"2019"
"1660","6",NA,NA,NA,"2019"
"1661","centre",NA,NA,NA,"2019"
"1662","panel",NA,NA,NA,"2019"
"1663","yellow",NA,NA,NA,"2019"
"1664","line",NA,NA,NA,"2019"
"1665","suggested",NA,NA,NA,"2019"
"1666","investors",NA,NA,NA,"2019"
"1667","receiving","anticipation",NA,NA,"2019"
"1668","receiving","joy",NA,NA,"2019"
"1669","receiving","positive",NA,NA,"2019"
"1670","receiving","surprise",NA,NA,"2019"
"1671","compensation",NA,NA,NA,"2019"
"1672","equity","positive",NA,NA,"2019"
"1673","risk","anticipation",-2,"negative","2019"
"1674","risk","fear",-2,"negative","2019"
"1675","risk","negative",-2,"negative","2019"
"1676","similar",NA,NA,NA,"2019"
"1677","patterns",NA,NA,NA,"2019"
"1678","observed",NA,NA,NA,"2019"
"1679","french",NA,NA,NA,"2019"
"1680","equities",NA,NA,NA,"2019"
"1681","hand",NA,NA,NA,"2019"
"1682","panel",NA,NA,NA,"2019"
"1683","valuations",NA,NA,NA,"2019"
"1684","commercial",NA,NA,NA,"2019"
"1685","real","positive",NA,NA,"2019"
"1686","real","trust",NA,NA,"2019"
"1687","estate",NA,NA,NA,"2019"
"1688","cre",NA,NA,NA,"2019"
"1689","markets",NA,NA,NA,"2019"
"1690","hinge",NA,NA,NA,"2019"
"1691","low",NA,NA,NA,"2019"
"1692","level","positive",NA,NA,"2019"
"1693","level","trust",NA,NA,"2019"
"1694","term",NA,NA,NA,"2019"
"1695","premium",NA,NA,NA,"2019"
"1696","capitalisation",NA,NA,NA,"2019"
"1697","rate",NA,NA,NA,"2019"
"1698","cap","anticipation",NA,NA,"2019"
"1699","cap","trust",NA,NA,"2019"
"1700","rate",NA,NA,NA,"2019"
"1701","calculated",NA,NA,NA,"2019"
"1702","property",NA,NA,NA,"2019"
"1703","income","anticipation",NA,NA,"2019"
"1704","income","joy",NA,NA,"2019"
"1705","income","negative",NA,NA,"2019"
"1706","income","positive",NA,NA,"2019"
"1707","income","sadness",NA,NA,"2019"
"1708","income","trust",NA,NA,"2019"
"1709","purchase",NA,NA,NA,"2019"
"1710","price",NA,NA,NA,"2019"
"1711","common",NA,NA,NA,"2019"
"1712","measure","trust",NA,NA,"2019"
"1713","cre",NA,NA,NA,"2019"
"1714","valuations",NA,NA,NA,"2019"
"1715","october",NA,NA,NA,"2019"
"1716","cap","anticipation",NA,NA,"2019"
"1717","cap","trust",NA,NA,"2019"
"1718","rates",NA,NA,NA,"2019"
"1719","compressed",NA,NA,NA,"2019"
"1720","indicating",NA,NA,NA,"2019"
"1721","stretched",NA,NA,NA,"2019"
"1722","valuations",NA,NA,NA,"2019"
"1723","exception",NA,NA,NA,"2019"
"1724","retail",NA,NA,NA,"2019"
"1725","properties",NA,NA,NA,"2019"
"1726","prices",NA,NA,NA,"2019"
"1727","reflected",NA,NA,NA,"2019"
"1728","adverse","anger",NA,"negative","2019"
"1729","adverse","disgust",NA,"negative","2019"
"1730","adverse","fear",NA,"negative","2019"
"1731","adverse","negative",NA,"negative","2019"
"1732","adverse","sadness",NA,"negative","2019"
"1733","shifts",NA,NA,NA,"2019"
"1734","shopping","anticipation",NA,NA,"2019"
"1735","shopping","joy",NA,NA,"2019"
"1736","shopping","positive",NA,NA,"2019"
"1737","shopping","surprise",NA,NA,"2019"
"1738","shopping","trust",NA,NA,"2019"
"1739","patterns",NA,NA,NA,"2019"
"1740","favour",NA,NA,"positive","2019"
"1741","online",NA,NA,NA,"2019"
"1742","retail",NA,NA,NA,"2019"
"1743","graph",NA,NA,NA,"2019"
"1744","7",NA,NA,NA,"2019"
"1745","panels",NA,NA,NA,"2019"
"1746","left",NA,NA,NA,"2019"
"1747","bars",NA,NA,NA,"2019"
"1748","earnings",NA,NA,NA,"2019"
"1749","yield",NA,NA,NA,"2019"
"1750","spread",NA,NA,NA,"2019"
"1751","equities",NA,NA,NA,"2019"
"1752","cap","anticipation",NA,NA,"2019"
"1753","cap","trust",NA,NA,"2019"
"1754","rate",NA,NA,NA,"2019"
"1755","spread",NA,NA,NA,"2019"
"1756","10",NA,NA,NA,"2019"
"1757","treasury",NA,NA,NA,"2019"
"1758","yields",NA,NA,NA,"2019"
"1759","suggested",NA,NA,NA,"2019"
"1760","lower","negative",NA,NA,"2019"
"1761","lower","sadness",NA,NA,"2019"
"1762","valuations",NA,NA,NA,"2019"
"1763","historical",NA,NA,NA,"2019"
"1764","norm",NA,NA,NA,"2019"
"1765","panels",NA,NA,NA,"2019"
"1766","centre",NA,NA,NA,"2019"
"1767","bars",NA,NA,NA,"2019"
"1768","equities",NA,NA,NA,"2019"
"1769","difference",NA,NA,NA,"2019"
"1770","valuations",NA,NA,NA,"2019"
"1771","due",NA,NA,NA,"2019"
"1772","low",NA,NA,NA,"2019"
"1773","term",NA,NA,NA,"2019"
"1774","premium",NA,NA,NA,"2019"
"1775","cap","anticipation",NA,NA,"2019"
"1776","cap","trust",NA,NA,"2019"
"1777","rate",NA,NA,NA,"2019"
"1778","spreads",NA,NA,NA,"2019"
"1779","expected","anticipation",NA,NA,"2019"
"1780","nominal",NA,NA,NA,"2019"
"1781","rates",NA,NA,NA,"2019"
"1782","compressed",NA,NA,NA,"2019"
"1783","close",NA,NA,NA,"2019"
"1784","bottom","negative",NA,NA,"2019"
"1785","bottom","sadness",NA,NA,"2019"
"1786","post",NA,NA,NA,"2019"
"1787","gfc",NA,NA,NA,"2019"
"1788","range",NA,NA,NA,"2019"
"1789","indicating",NA,NA,NA,"2019"
"1790","recent",NA,NA,NA,"2019"
"1791","decline","negative",NA,"negative","2019"
"1792","term",NA,NA,NA,"2019"
"1793","premium",NA,NA,NA,"2019"
"1794","driving",NA,NA,NA,"2019"
"1795","valuations",NA,NA,NA,"2019"
"1796","panels",NA,NA,NA,"2019"
"1797","bars",NA,NA,NA,"2019"
"1798","corporate",NA,NA,NA,"2019"
"1799","bond",NA,NA,NA,"2019"
"1800","markets",NA,NA,NA,"2019"
"1801","indicators",NA,NA,NA,"2019"
"1802","average",NA,NA,NA,"2019"
"1803","valuations",NA,NA,NA,"2019"
"1804","simple",NA,NA,NA,"2019"
"1805","measure","trust",NA,NA,"2019"
"1806","corporate",NA,NA,NA,"2019"
"1807","yield",NA,NA,NA,"2019"
"1808","spread",NA,NA,NA,"2019"
"1809","relative","trust",NA,NA,"2019"
"1810","government","fear",NA,NA,"2019"
"1811","government","negative",NA,NA,"2019"
"1812","bonds","negative",NA,NA,"2019"
"1813","similar",NA,NA,NA,"2019"
"1814","maturity",NA,NA,"positive","2019"
"1815","late","negative",NA,NA,"2019"
"1816","late","sadness",NA,NA,"2019"
"1817","2019",NA,NA,NA,"2019"
"1818","ae",NA,NA,NA,"2019"
"1819","spreads",NA,NA,NA,"2019"
"1820","lower","negative",NA,NA,"2019"
"1821","lower","sadness",NA,NA,"2019"
"1822","80",NA,NA,NA,"2019"
"1823","time","anticipation",NA,NA,"2019"
"1824","2010",NA,NA,NA,"2019"
"1825","investment",NA,NA,NA,"2019"
"1826","grade",NA,NA,NA,"2019"
"1827","segment",NA,NA,NA,"2019"
"1828","graph",NA,NA,NA,"2019"
"1829","8",NA,NA,NA,"2019"
"1830","panel",NA,NA,NA,"2019"
"1831","valuations",NA,NA,NA,"2019"
"1832","closer",NA,NA,NA,"2019"
"1833","average",NA,NA,NA,"2019"
"1834","eme",NA,NA,NA,"2019"
"1835","ae",NA,NA,NA,"2019"
"1836","yield",NA,NA,NA,"2019"
"1837","corporate",NA,NA,NA,"2019"
"1838","bonds","negative",NA,NA,"2019"
"1839","spreads",NA,NA,NA,"2019"
"1840","lower","negative",NA,NA,"2019"
"1841","lower","sadness",NA,NA,"2019"
"1842","70",NA,NA,NA,"2019"
"1843","time","anticipation",NA,NA,"2019"
"1844","2010",NA,NA,NA,"2019"
"1845","recent",NA,NA,NA,"2019"
"1846","quarters",NA,NA,NA,"2019"
"1847","corporate",NA,NA,NA,"2019"
"1848","bond",NA,NA,NA,"2019"
"1849","valuations",NA,NA,NA,"2019"
"1850","signs",NA,NA,NA,"2019"
"1851","diverging",NA,NA,NA,"2019"
"1852","traditional","positive",NA,NA,"2019"
"1853","economic",NA,NA,NA,"2019"
"1854","drivers",NA,NA,NA,"2019"
"1855","euro",NA,NA,NA,"2019"
"1856","valuations",NA,NA,NA,"2019"
"1857","appeared",NA,NA,NA,"2019"
"1858","rich",NA,2,"positive","2019"
"1859","relation",NA,NA,NA,"2019"
"1860","outlook",NA,NA,NA,"2019"
"1861","manufacturing",NA,NA,NA,"2019"
"1862","activity",NA,NA,NA,"2019"
"1863","corporate",NA,NA,NA,"2019"
"1864","bonds","negative",NA,NA,"2019"
"1865","finance",NA,NA,NA,"2019"
"1866","capital",NA,NA,NA,"2019"
"1867","investment",NA,NA,NA,"2019"
"1868","valuations",NA,NA,NA,"2019"
"1869","tracked",NA,NA,NA,"2019"
"1870","manufacturing",NA,NA,NA,"2019"
"1871","pmis",NA,NA,NA,"2019"
"1872","closely",NA,NA,NA,"2019"
"1873","gfc",NA,NA,NA,"2019"
"1874","periods",NA,NA,NA,"2019"
"1875","strong",NA,2,"positive","2019"
"1876","prospects",NA,1,NA,"2019"
"1877","manufacturing",NA,NA,NA,"2019"
"1878","pmis",NA,NA,NA,"2019"
"1879","corresponded",NA,NA,NA,"2019"
"1880","elevated",NA,NA,NA,"2019"
"1881","corporate",NA,NA,NA,"2019"
"1882","bond",NA,NA,NA,"2019"
"1883","valuations",NA,NA,NA,"2019"
"1884","form",NA,NA,NA,"2019"
"1885","compressed",NA,NA,NA,"2019"
"1886","spreads",NA,NA,NA,"2019"
"1887","stronger",NA,2,"positive","2019"
"1888","link",NA,NA,NA,"2019"
"1889","corporate",NA,NA,NA,"2019"
"1890","bond",NA,NA,NA,"2019"
"1891","spreads",NA,NA,NA,"2019"
"1892","2016",NA,NA,NA,"2019"
"1893","2018",NA,NA,NA,"2019"
"1894","graph",NA,NA,NA,"2019"
"1895","8",NA,NA,NA,"2019"
"1896","panel",NA,NA,NA,"2019"
"1897","2019",NA,NA,NA,"2019"
"1898","gap","negative",NA,NA,"2019"
"1899","started",NA,NA,NA,"2019"
"1900","corporate",NA,NA,NA,"2019"
"1901","bond",NA,NA,NA,"2019"
"1902","valuations",NA,NA,NA,"2019"
"1903","muted",NA,NA,NA,"2019"
"1904","prospects",NA,1,NA,"2019"
"1905","manufacturing",NA,NA,NA,"2019"
"1906","activity",NA,NA,NA,"2019"
"1907","november",NA,NA,NA,"2019"
"1908","gap","negative",NA,NA,"2019"
"1909","largest",NA,NA,NA,"2019"
"1910","2013",NA,NA,NA,"2019"
"1911","indicating",NA,NA,NA,"2019"
"1912","corporate",NA,NA,NA,"2019"
"1913","bond",NA,NA,NA,"2019"
"1914","valuations",NA,NA,NA,"2019"
"1915","unusually",NA,NA,"negative","2019"
"1916","buoyant",NA,2,"positive","2019"
"1917","relative","trust",NA,NA,"2019"
"1918","weak",NA,-2,"negative","2019"
"1919","manufacturing",NA,NA,NA,"2019"
"1920","divide",NA,NA,NA,"2019"
"1921","evident","positive",NA,NA,"2019"
"1922","evident","trust",NA,NA,"2019"
"1923","investment",NA,NA,NA,"2019"
"1924","grade",NA,NA,NA,"2019"
"1925","yield",NA,NA,NA,"2019"
"1926","bonds","negative",NA,NA,"2019"
"1927","euro",NA,NA,NA,"2019"
"1928","united","positive",1,NA,"2019"
"1929","united","trust",1,NA,"2019"
"1930","graph",NA,NA,NA,"2019"
"1931","8",NA,NA,NA,"2019"
"1932","panels",NA,NA,NA,"2019"
"1933","disconnect","negative",NA,NA,"2019"
"1934","disconnect","sadness",NA,NA,"2019"
"1935","corporate",NA,NA,NA,"2019"
"1936","bond",NA,NA,NA,"2019"
"1937","valuations",NA,NA,NA,"2019"
"1938","manufacturing",NA,NA,NA,"2019"
"1939","activity",NA,NA,NA,"2019"
"1940","pronounced",NA,NA,NA,"2019"
"1941","emes",NA,NA,NA,"2019"
"1942","bond",NA,NA,NA,"2019"
"1943","valuations",NA,NA,NA,"2019"
"1944","post",NA,NA,NA,"2019"
"1945","gfc",NA,NA,NA,"2019"
"1946","midpoint",NA,NA,NA,"2019"
"1947","manufacturing",NA,NA,NA,"2019"
"1948","pmis",NA,NA,NA,"2019"
"1949","roughly",NA,NA,NA,"2019"
"1950","middle",NA,NA,NA,"2019"
"1951","range",NA,NA,NA,"2019"
"1952","2010",NA,NA,NA,"2019"
"1953","bottom","negative",NA,NA,"2019"
"1954","bottom","sadness",NA,NA,"2019"
"1955","united","positive",1,NA,"2019"
"1956","united","trust",1,NA,"2019"
"1957","euro",NA,NA,NA,"2019"
"1958","graph",NA,NA,NA,"2019"
"1959","8",NA,NA,NA,"2019"
"1960","fourth",NA,NA,NA,"2019"
"1961","panel",NA,NA,NA,"2019"
"1962","result","anticipation",NA,NA,"2019"
"1963","corporate",NA,NA,NA,"2019"
"1964","bond",NA,NA,NA,"2019"
"1965","valuations",NA,NA,NA,"2019"
"1966","emes",NA,NA,NA,"2019"
"1967","appeared",NA,NA,NA,"2019"
"1968","line",NA,NA,NA,"2019"
"1969","macroeconomic",NA,NA,NA,"2019"
"1970","backdrop.corporate",NA,NA,NA,"2019"
"1971","bond",NA,NA,NA,"2019"
"1972","valuations",NA,NA,NA,"2019"
"1973","driven",NA,NA,NA,"2019"
"1974","unusually",NA,NA,"negative","2019"
"1975","low",NA,NA,NA,"2019"
"1976","default","disgust",NA,NA,"2019"
"1977","default","fear",NA,NA,"2019"
"1978","default","negative",NA,NA,"2019"
"1979","default","sadness",NA,NA,"2019"
"1980","risk","anticipation",-2,"negative","2019"
"1981","risk","fear",-2,"negative","2019"
"1982","risk","negative",-2,"negative","2019"
"1983","global",NA,NA,NA,"2019"
"1984","default","disgust",NA,NA,"2019"
"1985","default","fear",NA,NA,"2019"
"1986","default","negative",NA,NA,"2019"
"1987","default","sadness",NA,NA,"2019"
"1988","rates",NA,NA,NA,"2019"
"1989","speculative","anticipation",-2,NA,"2019"
"1990","grade",NA,NA,NA,"2019"
"1991","bonds","negative",NA,NA,"2019"
"1992","steady","surprise",NA,"positive","2019"
"1993","steady","trust",NA,"positive","2019"
"1994","past",NA,NA,NA,"2019"
"1995","picking",NA,NA,NA,"2019"
"1996","2016",NA,NA,NA,"2019"
"1997","settling",NA,NA,NA,"2019"
"1998","2018",NA,NA,NA,"2019"
"1999","levels",NA,NA,NA,"2019"
"2000","similar",NA,NA,NA,"2019"
"2001","2010",NA,NA,NA,"2019"
"2002","17",NA,NA,NA,"2019"
"2003","average",NA,NA,NA,"2019"
"2004","2.09",NA,NA,NA,"2019"
"2005","compared",NA,NA,NA,"2019"
"2006","2.35",NA,NA,NA,"2019"
"2007","6",NA,NA,NA,"2019"
"2008","september",NA,NA,NA,"2019"
"2009","october",NA,NA,NA,"2019"
"2010","expected","anticipation",NA,NA,"2019"
"2011","default","disgust",NA,NA,"2019"
"2012","default","fear",NA,NA,"2019"
"2013","default","negative",NA,NA,"2019"
"2014","default","sadness",NA,NA,"2019"
